idx,나이,클릭 장소 목록,클릭 포스트 목록,클릭 영상 목록,상품목록1(결제화면),상품목록2(결제),상품목록3(장바구니),좋아요(상품),좋아요(스팟),북마크(상품),북마크(스팟),결제상품 목록,관심 아이템,관심 아웃도어
27522,32,,,,,,,,,,,,,
27523,43,,,,,,,,,,,,,
27524,26,,,,,,,,,,,,,
27525,37,,,,,,,,,,,,"[0,1,0]",
27526,37,,,,,,,,,,,,"[0,1,0]",
27527,39,,,,,,,,,,,,,
27528,39,,,,,,,,,,,,"[0,1,0]",
27529,41,,,,,,,,,,,,,
27530,41,,,,,,,,,,,,,
27531,35,,,,,,,,,,,,,
27532,38,,,,,,,,,,,,,
27533,44,,,,,,,,,,,,,
27534,42,,,,,,,,,,,,,
27535,41,,,,,,,,,,,,,
27536,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27537,40,,,,,,,,,,,,,
27538,39,,,,,,,,,,,,,
27539,61,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27540,40,,,,,,,,,,,,,
27541,41,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
27542,36,,,,,,,,,,,,,
27543,41,,,,,,,,,,,,,
27544,44,,,,,,,,,,,,,
27545,41,,,,,,,,,,,,,
27546,38,,,,,,,,,,,,,
27547,38,,,,,,,,,,,,,
27548,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27549,44,,,,,,,,,,,,,
27550,44,,,,,,,,,,,,,
27551,38,,,,,,,,,,,,,
27552,34,,,,,,,,,,,,,
27553,30,,,,,,,,,,,,"[0,0,1]",
27554,42,,,,,,,,,,,,,
27555,39,,,,,,,,,,,,,
27556,46,,,,,,,,,,,,,
27557,39,,,,,,,,,,,,,
27558,42,,,,,,,,,,,,,
27559,44,,,,,,,,,,,,,
27560,46,,,,,,,,,,,,"[0,1,0]",
27561,39,,,,,,,,,,,,"[1,0,0]",
27562,38,,,,,,,,,,,,,
27563,34,,,,,,,,,,,,,
27564,38,,,,,,,,,,,,,
27565,39,,,,,,,,,,,,,
27566,40,,,,,,,,,,,,"[0,1,0]",
27567,43,,,,,,,,,,,,,
27568,26,,,,,,,,,,,,"[0,1,0]",
27569,45,,,,,,,,,,,,,
27570,40,,,,,,,,,,,,,
27571,43,,,,,,,,,,,,,
27572,26,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27573,37,,,,,,,,,,,,"[0,1,0]",
27574,32,,,,,,,,,,,,"[1,0,0]",
27575,42,,,,,,,,,,,,,
27576,24,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27577,44,,,,,,,,,,,,,
27578,38,,,,,,,,,,,,,
27579,36,,,,,,,,,,,,,
27580,44,,,,,,,,,,,,,
27581,40,,,,,,,,,,,,,
27582,42,,,,,,,,,,,,,
27583,42,,,,,,,,,,,,"[0,1,0]",
27584,42,,,,,,,,,,,,"[0,1,0]",
27585,40,,,,,,,,,,,,,
27586,42,,,,,,,,,,,,,
27587,39,,,,,,,,,,,,"[0,0,1]",
27588,45,,,,,,,,,,,,,
27589,43,,,,,,,,,,,,,
27590,43,,,,,,,,,,,,,
27591,44,,,,,,,,,,,,,
27592,38,,,,,,,,,,,,,
27593,40,,,,,,,,,,,,,
27594,41,,,,,,,,,,,,,
27595,43,,,,,,,,,,,,"[0,0,1]",
27596,39,,,,,,,,,,,,,
27597,45,,,,,,,,,,,,,
27598,40,,,,,,,,,,,,,
27599,39,,,,,,,,,,,,,
27600,35,,,,,,,,,,,,,
27601,44,,,,,,,,,,,,"[0,1,0]",
27602,41,,,,,,,,,,,,,
27603,36,,,,,,,,,,,,"[0,0,1]",
27604,42,,,,,,,,,,,,,
27605,43,,,,,,,,,,,,"[0,1,0]",
27606,32,,,,,,,,,,,,"[0,1,0]",
27607,43,,,,,,,,,,,,,
27608,40,,,,,,,,,,,,,
27609,39,,,,,,,,,,,,"[0,1,0]",
27610,30,,,,,,,,,,,,,
27611,32,,,,,,,,,,,,,
27612,36,,,,,,,,,,,,,
27613,34,,,,,,,,,,,,,
27614,45,,,,,,,,,,,,,
27615,30,,,,,,,,,,,,,
27616,45,,,,,,,,,,,,,
27617,43,,,,,,,,,,,,,
27618,35,,,,,,,,,,,,,
27619,43,,,,,,,,,,,,,
27620,33,,,,,,,,,,,,"[0,1,0]",
27621,37,,,,,,,,,,,,,
27622,31,,,,,,,,,,,,,
27623,45,,,,,,,,,,,,,
27624,32,,,,,,,,,,,,,
27625,30,,,,,,,,,,,,,
27626,35,,,,,,,,,,,,,
27627,38,,,,,,,,,,,,,
27628,35,,,,,,,,,,,,,
27629,42,,,,,,,,,,,,,
27630,28,,,,,,,,,,,,"[0,1,0]",
27631,39,,,,,,,,,,,,,
27632,37,,,,,,,,,,,,"[0,1,0]",
27633,43,,,,,,,,,,,,"[0,1,0]",
27634,46,,,,,,,,,,,,,
27635,41,,,,,,,,,,,,,
27636,41,,,,,,,,,,,,,
27637,41,,,,,,,,,,,,,
27638,43,,,,,,,,,,,,,
27639,35,,,,,,,,,,,,,
27640,44,,,,,,,,,,,,,
27641,45,,,,,,,,,,,,,
27642,26,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
27643,37,,,,,,,,,,,,,
27644,28,,,,,,,,,,,,,
27645,40,,,,,,,,,,,,,
27646,41,,,,,,,,,,,,,
27647,36,,,,,,,,,,,,,
27648,44,,,,,,,,,,,,,
27649,35,,,,,,,,,,,,,
27650,44,,,,,,,,,,,,,
27651,33,,,,,,,,,,,,,
27652,37,,,,,,,,,,,,,
27653,41,,,,,,,,,,,,,
27654,42,,,,,,,,,,,,,
27655,36,,,,,,,,,,,,"[1,0,0]",
27656,43,,,,,,,,,,,,,
27657,40,,,,,,,,,,,,,
27658,39,,,,,,,,,,,,,
27659,41,,,,,,,,,,,,"[0,1,0]",
27660,40,,,,,,,,,,,,,
27661,36,,,,,,,,,,,,,
27662,35,,,,,,,,,,,,,
27663,44,,,,,,,,,,,,,
27664,39,,,,,,,,,,,,"[0,1,0]",
27665,44,,,,,,,,,,,,,
27666,40,,,,,,,,,,,,"[0,1,0]",
27667,27,,,,,,,,,,,,,
27668,42,,,,,,,,,,,,,
27669,30,,,,,,,,,,,,,
27670,44,,,,,,,,,,,,"[0,1,0]",
27671,45,,,,,,,,,,,,,
27672,41,,,,,,,,,,,,"[1,0,0]",
27673,40,,,,,,,,,,,,"[1,0,0]",
27674,28,,,,,,,,,,,,"[1,0,0]",
27675,39,,,,,,,,,,,,,
27676,39,,,,,,,,,,,,,
27677,43,,,,,,,,,,,,,
27678,31,,,,,,,,,,,,,
27679,43,,,,,,,,,,,,,
27680,33,,,,,,,,,,,,,
27681,42,,,,,,,,,,,,,
27682,44,,,,,,,,,,,,,
27683,42,,,,,,,,,,,,,
27684,45,,,,,,,,,,,,,
27685,40,,,,,,,,,,,,"[0,0,1]",
27686,39,,,,,,,,,,,,,
27687,38,,,,,,,,,,,,,
27688,36,,,,,,,,,,,,"[0,1,0]",
27689,32,,,,,,,,,,,,,
27690,38,,,,,,,,,,,,,
27691,44,,,,,,,,,,,,,
27692,26,,,,,,,,,,,,,
27693,38,,,,,,,,,,,,,
27694,41,,,,,,,,,,,,,
27695,36,,,,,,,,,,,,"[0,1,0]",
27696,35,,,,,,,,,,,,"[0,1,0]",
27697,31,,,,,,,,,,,,,
27698,36,,,,,,,,,,,,,
27699,42,,,,,,,,,,,,"[1,0,0]",
27700,38,,,,,,,,,,,,,
27701,35,,,,,,,,,,,,,
27702,44,,,,,,,,,,,,,
27703,27,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
27704,38,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
27705,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
27706,41,,,,,,,,,,,,,
27707,33,,,,,,,,,,,,"[1,0,0]",
27708,32,,,,,,,,,,,,,
27709,24,,,,,,,,,,,,,
27710,40,,,,,,,,,,,,,
27711,39,,,,,,,,,,,,,
27712,27,,,,,,,,,,,,,
27713,50,,,,,,,,,,,,,
27714,33,,,,,,,,,,,,,
27715,33,,,,,,,,,,,,"[1,0,0]",
27716,41,,,,,,,,,,,,,
27717,40,,,,,,,,,,,,,
27718,25,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
27719,22,,,,,,,,,,,,,
27720,42,,,,,,,,,,,,,
27721,44,,,,,,,,,,,,,
27722,42,,,,,,,,,,,,,
27723,33,,,,,,,,,,,,,
27724,30,,,,,,,,,,,,,
27725,38,,,,,,,,,,,,,
27726,38,,,,,,,,,,,,,
27727,39,,,,,,,,,,,,,
27728,41,,,,,,,,,,,,,
27729,40,,,,,,,,,,,,,
27730,35,,,,,,,,,,,,,
27731,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27732,32,,,,,,,,,,,,"[1,0,0]",
27733,55,,,,,,,,,,,,,
27734,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27735,38,,,,,,,,,,,,,
27736,34,,,,,,,,,,,,,
27737,34,,,,,,,,,,,,,
27738,44,,,,,,,,,,,,,
27739,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27740,30,,,,,,,,,,,,,
27741,38,,,,,,,,,,,,,
27742,38,,,,,,,,,,,,,
27743,38,,,,,,,,,,,,,
27744,26,,,,,,,,,,,,,
27745,36,,,,,,,,,,,,,
27746,33,,,,,,,,,,,,,
27747,36,,,,,,,,,,,,,
27748,42,,,,,,,,,,,,,
27749,29,,,,,,,,,,,,,
27750,45,,,,,,,,,,,,,
27751,47,,,,,,,,,,,,,
27752,28,,,,,,,,,,,,,
27753,39,,,,,,,,,,,,,
27754,44,,,,,,,,,,,,,
27755,37,,,,,,,,,,,,,
27756,45,,,,,,,,,,,,,
27757,33,,,,,,,,,,,,,
27758,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27759,41,,,,,,,,,,,,"[1,0,0]",
27760,46,,,,,,,,,,,,"[1,0,0]",
27761,35,,,,,,,,,,,,,
27762,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27763,31,,,,,,,,,,,,"[0,0,1]",
27764,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27765,43,,,,,,,,,,,,,
27766,39,,,,,,,,,,,,,
27767,42,,,,,,,,,,,,"[0,1,0]",
27768,34,,,,,,,,,,,,,
27769,30,,,,,,,,,,,,,
27770,32,,,,,,,,,,,,,
27771,37,,,,,,,,,,,,,
27772,46,,,,,,,,,,,,,
27773,33,,,,,,,,,,,,,
27774,35,,,,,,,,,,,,,
27775,38,,,,,,,,,,,,,
27776,36,,,,,,,,,,,,,
27777,42,,,,,,,,,,,,,
27778,40,,,,,,,,,,,,,
27779,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27780,34,,,,,,,,,,,,,
27781,44,,,,,,,,,,,,,
27782,35,,,,,,,,,,,,"[1,0,0]",
27783,41,,,,,,,,,,,,,
27784,24,,,,,,,,,,,,,
27785,40,,,,,,,,,,,,,
27786,44,,,,,,,,,,,,,
27787,36,,,,,,,,,,,,,
27788,45,,,,,,,,,,,,,
27789,38,,,,,,,,,,,,,
27790,37,,,,,,,,,,,,,
27791,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27792,40,,,,,,,,,,,,,
27793,35,,,,,,,,,,,,,
27794,40,,,,,,,,,,,,,
27795,46,,,,,,,,,,,,,
27796,943,,,,,,,,,,,,,
27797,35,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
27798,36,,,,,,,,,,,,,
27799,35,,,,,,,,,,,,,
27800,41,,,,,,,,,,,,,
27801,46,,,,,,,,,,,,,
27802,36,,,,,,,,,,,,,
27803,38,,,,,,,,,,,,,
27804,35,,,,,,,,,,,,,
27805,28,,,,,,,,,,,,"[1,0,0]",
27806,34,,,,,,,,,,,,"[0,0,1]",
27807,39,,,,,,,,,,,,,
27808,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27809,26,,,,,,,,,,,,,
27810,30,,,,,,,,,,,,,
27811,43,,,,,,,,,,,,"[0,1,0]","[1,0,0,0,0,0,0,0,0,0]"
27812,30,,,,,,,,,,,,,
27813,40,,,,,,,,,,,,,
27814,34,,,,,,,,,,,,,
27815,33,,,,,,,,,,,,,
27816,34,,,,,,,,,,,,,
27817,30,,,,,,,,,,,,,
27818,28,,,,,,,,,,,,,
27819,39,,,,,,,,,,,,,
27820,44,,,,,,,,,,,,,
27821,37,,,,,,,,,,,,,
27822,45,,,,,,,,,,,,,
27823,36,,,,,,,,,,,,,
27824,40,,,,,,,,,,,,,
27825,39,,,,,,,,,,,,,
27826,0,,,,,,,,,,,,,
27827,0,,,,,,,,,,,,,
27828,0,,,,,,,,,,,,,
27829,0,,,,,,,,,,,,,
27830,0,,,,,,,,,,,,,
27831,0,,,,,,,,,,,,,
27833,0,,,,,,,,,,,,,
27835,0,,,,,,,,,,,,,
27836,0,,,,,,,,,,,,,
27837,0,,,,,,,,,,,,,
27838,0,,,,,,,,,,,,,
27839,45,,,,,,,,,,,,,
27840,26,,,,,,,,,,,,,
27841,37,,,,,,,,,,,,,
27842,28,,,,,,,,,,,,,
27843,32,,,,,,,,,,,,,
27844,40,,,,,,,,,,,,"[1,0,0]",
27845,39,,,,,,,,,,,,"[1,0,0]",
27846,44,,,,,,,,,,,,,
27847,35,,,,,,,,,,,,,
27848,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27849,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27850,41,,,,,,,,,,,,,
27851,43,,,,,,,,,,,,,
27852,38,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
27853,35,,,,,,,,,,,,,
27854,37,,,,,,,,,,,,,
27855,38,,,,,,,,,,,,,
27856,38,,,,,,,,,,,,,
27857,31,,,,,,,,,,,,,
27858,30,,,,,,,,,,,,,
27859,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27860,35,,,,,,,,,,,,"[1,0,0]",
27861,54,,,,,,,,,,,,"[1,0,0]",
27862,60,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
27863,44,,,,,,,,,,,,,
27864,46,,,,,,,,,,,,,
27865,37,,,,,,,,,,,,,
27866,36,,,,,,,,,,,,,
27867,43,,,,,,,,,,,,,
27868,31,,,,,,,,,,,,,
27869,40,,,,,,,,,,,,,
27870,44,,,,,,,,,,,,,
27871,38,,,,,,,,,,,,,
27872,34,,,,,,,,,,,,,
27873,37,,,,,,,,,,,,,
27874,41,,,,,,,,,,,,,
27875,37,,,,,,,,,,,,,
27876,33,,,,,,,,,,,,,
27877,30,,,,,,,,,,,,,
27878,41,,,,,,,,,,,,,
27879,47,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
27880,33,,,,,,,,,,,,,
27881,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27882,39,,,,,,,,,,,,,
27883,42,,,,,,,,,,,,,
27884,42,,,,,,,,,,,,,
27885,30,,,,,,,,,,,,"[0,1,0]","[1,0,0,0,0,0,0,0,0,0]"
27886,26,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27887,41,,,,,,,,,,,,"[1,0,0]","[0,0,0,0,1,0,0,0,0,0]"
27888,40,,,,,,,,,,,,,
27889,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27890,47,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27891,42,,,,,,,,,,,,,
27892,38,,,,,,,,,,,,,
27893,31,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
27894,34,,,,,,,,,,,,"[1,0,0]",
27895,32,,,,,,,,,,,,,
27896,31,,,,,,,,,,,,,
27897,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27898,34,,,,,,,,,,,,,
27899,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27900,43,,,,,,,,,,,,,
27901,31,,,,,,,,,,,,"[1,0,0]",
27902,29,,,,,,,,,,,,,
27903,38,,,,,,,,,,,,,
27904,44,,,,,,,,,,,,"[1,0,0]",
27905,30,,,,,,,,,,,,,
27906,41,,,,,,,,,,,,,
27907,40,,,,,,,,,,,,,
27908,36,,,,,,,,,,,,,
27909,43,,,,,,,,,,,,,
27910,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27911,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27912,30,,,,,,,,,,,,,
27913,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27914,45,,,,,,,,,,,,"[1,0,0]",
27915,44,,,,,,,,,,,,,
27916,34,,,,,,,,,,,,,
27917,26,,,,,,,,,,,,,
27918,38,,,,,,,,,,,,,
27919,29,,,,,,,,,,,,,
27920,28,,,,,,,,,,,,,
27921,29,,,,,,,,,,,,,
27922,41,,,,,,,,,,,,,
27923,40,,,,,,,,,,,,,
27924,40,,,,,,,,,,,,"[1,0,0]",
27925,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27926,49,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27927,37,,,,,,,,,,,,,
27928,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27929,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27930,40,,,,,,,,,,,,,
27931,40,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
27932,31,,,,,,,,,,,,"[1,0,0]",
27933,30,,,,,,,,,,,,,
27934,36,,,,,,,,,,,,,
27935,42,,,,,,,,,,,,,
27936,33,,,,,,,,,,,,,
27937,29,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
27938,42,,,,,,,,,,,,,
27939,47,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
27940,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27941,45,,,,,,,,,,,,"[1,0,0]",
27942,34,,,,,,,,,,,,"[1,0,0]",
27943,37,,,,,,,,,,,,,
27944,36,,,,,,,,,,,,,
27945,30,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
27946,27,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
27947,39,,,,,,,,,,,,,
27948,34,,,,,,,,,,,,,
27949,37,,,,,,,,,,,,,
27950,34,,,,,,,,,,,,,
27951,38,,,,,,,,,,,,,
27952,33,,,,,,,,,,,,"[1,0,0]",
27953,42,,,,,,,,,,,,,
27954,40,,,,,,,,,,,,,
27955,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27956,28,,,,,,,,,,,,,
27957,53,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27958,19,,,,,,,,,,,,,
27959,30,,,,,,,,,,,,,
27960,37,,,,,,,,,,,,,
27961,40,,,,,,,,,,,,,
27962,41,,,,,,,,,,,,,
27963,37,,,,,,,,,,,,,
27964,56,,,,,,,,,,,,,
27965,40,,,,,,,,,,,,,
27966,38,,,,,,,,,,,,,
27967,50,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27968,25,,,,,,,,,,,,,
27969,34,,,,,,,,,,,,,
27970,56,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27971,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27972,29,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
27973,51,,,,,,,,,,,,,
27974,42,,,,,,,,,,,,,
27975,35,,,,,,,,,,,,,
27976,,,,,,,,,,,,,,
27977,34,,,,,,,,,,,,,
27978,35,,,,,,,,,,,,"[1,0,0]",
27979,50,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
27980,29,,,,,,,,,,,,,
27981,40,,,,,,,,,,,,,
27982,39,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
27983,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
27984,32,,,,,,,,,,,,"[0,0,1]",
27985,34,,,,,,,,,,,,,
27986,39,,,,,,,,,,,,,
27987,45,,,,,,,,,,,,,
27988,34,,,,,,,,,,,,,
27989,37,,,,,,,,,,,,"[0,1,0]",
27990,30,,,,,,,,,,,,,
27991,32,,,,,,,,,,,,"[1,0,0]",
27992,34,,,,,,,,,,,,,
27993,38,,,,,,,,,,,,"[0,0,1]",
27994,33,,,,,,,,,,,,,
27995,32,,,,,,,,,,,,,
27996,26,,,,,,,,,,,,,
27997,26,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
27998,0,,,,,,,,,,,,,
27999,0,,,,,,,,,,,,,
28000,0,,,,,,,,,,,,,
28001,0,,,,,,,,,,,,,
28002,0,,,,,,,,,,,,,
28003,0,,,,,,,,,,,,,
28004,0,,,,,,,,,,,,,
28005,0,,,,,,,,,,,,,
28006,0,,,,,,,,,,,,,
28007,0,,,,,,,,,,,,,
28008,0,,,,,,,,,,,,,
28009,0,,,,,,,,,,,,,
28010,0,,,,,,,,,,,,,
28011,0,,,,,,,,,,,,,
28012,0,,,,,,,,,,,,,
28013,0,,,,,,,,,,,,,
28014,39,,,,,,,,,,,,,
28015,41,,,,,,,,,,,,"[0,0,1]",
28016,35,,,,,,,,,,,,,
28017,38,,,,,,,,,,,,,
28018,44,,,,,,,,,,,,"[1,0,0]",
28019,32,,,,,,,,,,,,,
28020,46,,,,,,,,,,,,,
28021,45,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
28022,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28023,27,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28024,26,,,,,,,,,,,,,
28025,30,,,,,,,,,,,,,
28026,27,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28027,43,,,,,,,,,,,,,
28028,42,,,,,,,,,,,,,
28029,33,,,,,,,,,,,,"[0,1,0]",
28030,39,,,,,,,,,,,,"[1,0,0]",
28031,41,,,,,,,,,,,,,
28032,32,,,,,,,,,,,,,
28033,30,,,,,,,,,,,,"[1,0,0]",
28034,39,,,,,,,,,,,,,
28035,39,,,,,,,,,,,,,
28036,39,,,,,,,,,,,,,
28037,38,,,,,,,,,,,,"[1,0,0]","[1,0,0,0,0,0,0,0,0,0]"
28038,43,,,,,,,,,,,,,
28039,43,,,,,,,,,,,,,
28040,33,,,,,,,,,,,,"[1,0,0]",
28041,46,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28042,30,,,,,,,,,,,,,
28043,37,,,,,,,,,,,,"[1,0,0]",
28044,34,,,,,,,,,,,,,
28045,42,,,,,,,,,,,,,"[0,0,0,1,0,0,0,0,0,0]"
28046,39,,,,,,,,,,,,,
28047,33,,,,,,,,,,,,"[1,0,0]",
28048,45,,,,,,,,,,,,,
28049,27,,,,,,,,,,,,,
28050,40,,,,,,,,,,,,,
28051,45,,,,,,,,,,,,,
28052,43,,,,,,,,,,,,,
28053,29,,,,,,,,,,,,,
28054,39,,,,,,,,,,,,,
28055,48,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
28056,29,,,,,,,,,,,,"[0,1,0]",
28057,32,,,,,,,,,,,,,
28058,37,,,,,,,,,,,,,
28059,34,,,,,,,,,,,,,
28060,43,,,,,,,,,,,,,
28061,36,,,,,,,,,,,,,
28062,38,,,,,,,,,,,,,
28063,38,,,,,,,,,,,,"[1,0,0]",
28064,43,,,,,,,,,,,,,
28065,43,,,,,,,,,,,,,
28066,45,,,,,,,,,,,,,
28067,45,,,,,,,,,,,,,
28068,31,,,,,,,,,,,,,
28069,36,,,,,,,,,,,,"[0,1,0]",
28070,37,,,,,,,,,,,,,
28071,36,,,,,,,,,,,,,
28072,30,,,,,,,,,,,,,
28073,29,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
28074,41,,,,,,,,,,,,,
28075,38,,,,,,,,,,,,,
28076,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28077,48,,,,,,,,,,,,,
28078,41,,,,,,,,,,,,,
28079,37,,,,,,,,,,,,,
28080,37,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28081,41,,,,,,,,,,,,,
28082,32,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28083,40,,,,,,,,,,,,,
28084,36,,,,,,,,,,,,,
28085,33,,,,,,,,,,,,,
28086,30,,,,,,,,,,,,,
28087,28,,,,,,,,,,,,,
28088,38,,,,,,,,,,,,,
28089,40,,,,,,,,,,,,,
28090,43,,,,,,,,,,,,,
28091,41,,,,,,,,,,,,,
28092,40,,,,,,,,,,,,,
28093,37,,,,,,,,,,,,,
28094,34,,,,,,,,,,,,,
28095,35,,,,,,,,,,,,,
28096,35,,,,,,,,,,,,,
28097,31,,,,,,,,,,,,,
28098,31,,,,,,,,,,,,,
28099,31,,,,,,,,,,,,,
28100,46,,,,,,,,,,,,,
28101,27,,,,,,,,,,,,,
28102,36,,,,,,,,,,,,,
28103,42,,,,,,,,,,,,,
28104,38,,,,,,,,,,,,,
28105,43,,,,,,,,,,,,"[0,1,0]",
28106,45,,,,,,,,,,,,,
28107,37,,,,,,,,,,,,,
28108,37,,,,,,,,,,,,,
28109,43,,,,,,,,,,,,,
28110,39,,,,,,,,,,,,,
28111,40,,,,,,,,,,,,,
28112,37,,,,,,,,,,,,,
28113,42,,,,,,,,,,,,,
28114,38,,,,,,,,,,,,,
28115,32,,,,,,,,,,,,,
28116,31,,,,,,,,,,,,,
28117,29,,,,,,,,,,,,,
28118,35,,,,,,,,,,,,,
28119,39,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
28120,29,,,,,,,,,,,,,
28121,34,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
28122,31,,,,,,,,,,,,,
28123,40,,,,,,,,,,,,,
28124,36,,,,,,,,,,,,,
28125,31,,,,,,,,,,,,,
28126,44,,,,,,,,,,,,,
28127,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28128,46,,,,,,,,,,,,,
28129,34,,,,,,,,,,,,,
28130,43,,,,,,,,,,,,,
28131,26,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
28132,32,,,,,,,,,,,,,
28133,0,,,,,,,,,,,,,
28135,0,,,,,,,,,,,,,
28136,0,,,,,,,,,,,,,
28137,0,,,,,,,,,,,,,
28139,0,,,,,,,,,,,,,
28140,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
28141,39,,,,,,,,,,,,,
28142,41,,,,,,,,,,,,"[0,1,0]",
28143,30,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
28144,32,,,,,,,,,,,,,
28145,45,,,,,,,,,,,,,
28146,28,,,,,,,,,,,,,
28147,42,,,,,,,,,,,,,
28148,42,,,,,,,,,,,,,
28149,40,,,,,,,,,,,,,
28150,41,,,,,,,,,,,,,
28151,42,,,,,,,,,,,,,
28152,40,,,,,,,,,,,,,
28153,31,,,,,,,,,,,,,
28154,61,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
28155,0,,,,,,,,,,,,,
28156,0,,,,,,,,,,,,,
28157,40,,,,,,,,,,,,,
28158,24,,,,,,,,,,,,,
28159,38,,,,,,,,,,,,,
